condition,repeat_idx,order,segment_id,duration_s,chars,text,full_latency_ms,stt_latency_ms
0.5x,3,2,rx-1789020070.085-4,6.399960279464722,33,네. 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니,1721.9655513763428,1696.6288810072
0.5x,4,0,rx-1789020100.467-2,6.400110483169556,35,네 주변 사람들이 말리고 있지만 그래서 몸싸움을 하고 있습니다.,2021.5198993682861,1992.4069679982495
0.5x,4,1,rx-1789020111.795-3,6.400278806686401,33,네. 주변 사람들의 말리고 있지만 계속 몸싸움을 하고 있습니,1908.7719917297363,1887.3592280142475
0.5x,4,2,rx-1789020123.091-4,6.400114059448242,33,네. 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니,1991.9321537017822,1966.8238509912044
1x,0,0,rx-1789020148.261-2,8.425791025161743,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1623.896598815918,1610.0686340068933
1x,0,1,rx-1789020158.958-3,3.360218048095703,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1637.3064517974854,1615.9008819959126
1x,0,2,rx-1789020164.622-4,3.360149383544922,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1628.4594535827637,1611.036238988163
1x,0,3,rx-1789020170.254-5,3.3601014614105225,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1635.152816772461,1609.529652982019
1x,0,4,rx-1789020175.918-6,3.3601772785186768,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1639.190912246704,1617.6742420066148
1x,1,0,rx-1789020195.528-2,8.375896215438843,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1594.947338104248,1581.9582499971148
1x,1,1,rx-1789020206.176-3,3.3604812622070312,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1602.4878025054932,1580.8947549958248
1x,1,2,rx-1789020211.840-4,3.3601796627044678,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1659.4486236572266,1642.0164520095568
1x,1,3,rx-1789020217.472-5,3.3601064682006836,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1656.0611724853516,1630.409397999756
1x,1,4,rx-1789020223.136-6,3.360262393951416,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1665.4260158538818,1644.0391629876103
1x,2,0,rx-1789020242.747-2,8.426065444946289,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1598.2811450958252,1585.281044972362
1x,2,1,rx-1789020253.445-3,3.3601486682891846,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1644.6430683135986,1623.1441159907263
1x,2,2,rx-1789020259.109-4,3.3599627017974854,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1646.1718082427979,1628.6373469920363
1x,2,3,rx-1789020264.741-5,3.3601412773132324,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1650.5610942840576,1625.0015319965314
1x,2,4,rx-1789020270.405-6,3.3600616455078125,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1597.3801612854004,1576.3133839936927
1x,3,0,rx-1789020289.939-2,8.426780223846436,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1581.7608833312988,1567.9449040035252
1x,3,1,rx-1789020300.637-3,3.3600430488586426,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1601.48024559021,1580.0807329942472
1x,3,2,rx-1789020306.301-4,3.3599541187286377,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1585.5824947357178,1568.5367709957063
1x,3,3,rx-1789020311.933-5,3.3603029251098633,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1644.1538333892822,1618.8688359980006
1x,3,4,rx-1789020317.597-6,3.3601620197296143,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1639.5816802978516,1617.897507007001
1x,4,0,rx-1789020337.219-2,8.425724267959595,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1651.7174243927002,1638.3692550007254
1x,4,1,rx-1789020347.916-3,3.3601977825164795,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1647.2923755645752,1625.8337250037584
1x,4,2,rx-1789020353.580-4,3.360091209411621,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1639.5161151885986,1621.9285769911949
1x,4,3,rx-1789020359.212-5,3.360095262527466,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1607.5575351715088,1582.6693460112438
1x,4,4,rx-1789020364.876-6,3.3600597381591797,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1670.853853225708,1649.2892560199834
1.5x,0,0,rx-1789020384.447-2,7.465233325958252,34,네 주변 사람들이 말리고 있지만 저는 몸싸움을 하고 있습니다.,1515.5575275421143,1490.6475050083827
1.5x,0,1,rx-1789020393.256-3,2.4317941665649414,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1583.5411548614502,1554.6002050105017
1.5x,0,2,rx-1789020397.032-4,2.4316868782043457,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1567.0268535614014,1553.97424500552
1.5x,0,3,rx-1789020400.808-5,2.4317474365234375,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1611.3383769989014,1593.8765470054932
1.5x,0,4,rx-1789020404.584-6,2.4317188262939453,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1473.3233451843262,1452.378898015013
1.5x,0,5,rx-1789020408.360-7,2.399982213973999,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1575.3538608551025,1558.4230000094976
1.5x,0,6,rx-1789020412.136-8,2.3996987342834473,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1453.5443782806396,1432.4664960149676
1.5x,0,7,rx-1789020415.913-9,2.3992204666137695,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1468.8992500305176,1443.933364993427
1.5x,1,0,rx-1789020433.759-2,7.46691370010376,34,네 주변 사람들이 말리고 있지만 저는 몸싸움을 하고 있습니다.,1497.5886344909668,1472.6310730038676
1.5x,1,1,rx-1789020442.570-3,2.4320132732391357,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1587.2547626495361,1557.9070569947362
1.5x,1,2,rx-1789020446.347-4,2.431802988052368,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1556.7216873168945,1543.9652549976017
1.5x,1,3,rx-1789020450.122-5,2.4318718910217285,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1544.4300174713135,1527.4143920105416
1.5x,1,4,rx-1789020453.899-6,2.4318079948425293,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1458.1608772277832,1437.2151739953551
1.5x,1,5,rx-1789020457.675-7,2.399836540222168,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1542.9623126983643,1525.9873619943392
1.5x,1,6,rx-1789020461.451-8,2.3998866081237793,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1443.4843063354492,1422.3444150120486
1.5x,1,7,rx-1789020465.227-9,2.3997409343719482,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1494.962453842163,1469.5928459987044
1.5x,2,0,rx-1789020483.083-2,7.42243504524231,34,네 주변 사람들이 말리고 있지만 저는 몸싸움을 하고 있습니다.,1518.5754299163818,1493.70726197958
1.5x,2,1,rx-1789020491.849-3,2.431626081466675,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1562.1390342712402,1533.1646589911543
1.5x,2,2,rx-1789020495.625-4,2.4319052696228027,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1574.819803237915,1561.320592998527
1.5x,2,3,rx-1789020499.401-5,2.4317288398742676,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1565.4399394989014,1548.2585279969499
1.5x,2,4,rx-1789020503.177-6,2.431847095489502,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1454.533338546753,1433.5496529820375
1.5x,2,5,rx-1789020506.953-7,2.3999218940734863,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1555.436611175537,1537.5550810131244
1.5x,2,6,rx-1789020510.729-8,2.39976167678833,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1439.8133754730225,1418.9311880036257
1.5x,2,7,rx-1789020514.505-9,2.399848222732544,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1450.2761363983154,1425.4669710062444
1.5x,3,0,rx-1789020532.326-2,7.416792392730713,34,네 주변 사람들이 말리고 있지만 저는 몸싸움을 하고 있습니다.,1510.8885765075684,1486.0075759934261
1.5x,3,1,rx-1789020541.087-3,2.431861400604248,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1594.2041873931885,1564.8367579851765
1.5x,3,2,rx-1789020544.863-4,2.431900978088379,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1559.4522953033447,1546.4661449950654
1.5x,3,3,rx-1789020548.639-5,2.4317750930786133,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1523.897647857666,1506.8628970184363
1.5x,3,4,rx-1789020552.418-6,2.4293453693389893,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1457.3469161987305,1435.4557339975145
1.5x,3,5,rx-1789020556.191-7,2.3997907638549805,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1563.4105205535889,1546.4663860038854
1.5x,3,6,rx-1789020559.967-8,2.399738073348999,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1458.456039428711,1437.5372230133507
1.5x,3,7,rx-1789020563.743-9,2.3997740745544434,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1444.3399906158447,1419.4609059777576
1.5x,4,0,rx-1789020581.575-2,7.41513204574585,34,네 주변 사람들이 말리고 있지만 저는 몸싸움을 하고 있습니다.,1503.359317779541,1478.3713890064973
1.5x,4,1,rx-1789020590.334-3,2.4319329261779785,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1562.0720386505127,1533.2081539963838
1.5x,4,2,rx-1789020594.110-4,2.431790828704834,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1540.9550666809082,1527.9677539947443
1.5x,4,3,rx-1789020597.886-5,2.4318180084228516,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1546.0069179534912,1528.331696987152
1.5x,4,4,rx-1789020601.662-6,2.431894302368164,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1481.9045066833496,1460.4771820013411
1.5x,4,5,rx-1789020605.438-7,2.3998284339904785,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1550.6258010864258,1533.4663930116221
1.5x,4,6,rx-1789020609.214-8,2.399749994277954,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1441.161870956421,1420.1604379923083
1.5x,4,7,rx-1789020612.990-9,2.399900197982788,34,네 주변 사람들이 말리고 있지만 대선 몸싸움을 하고 있습니다.,1468.9083099365234,1443.4751360095106
2x,0,0,rx-1789020630.770-2,6.904776096343994,32,네 주변 상태 말리고 있지만 계속 몸싸움을 하고 있습니다.,1481.6899299621582,1464.998454990564
2x,0,1,rx-1789020638.570-3,1.925321102142334,32,네 주변 사람들이 많이 오지만 계속 운송을 하고 있습니다.,1405.3986072540283,1389.971864002291
2x,0,2,rx-1789020641.418-4,1.919783353805542,33,네 주변 사람들이 말리고 있지만 계속 운송을 하고 있습니다.,1471.0125923156738,1458.0073590041138
2x,0,3,rx-1789020644.234-5,1.9199881553649902,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1383.0947875976562,1366.3065749860834
2x,0,4,rx-1789020647.050-6,1.9520392417907715,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1443.598985671997,1414.3625950091518
2x,0,5,rx-1789020649.898-7,1.9198057651519775,34,네 주변 사람들이 말리고 있지만 계속 몸속으로 가고 있습니다.,1516.129970550537,1502.9078210063744
2x,0,6,rx-1789020652.714-8,1.9198715686798096,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1406.9585800170898,1389.5278670242988
2x,0,7,rx-1789020655.530-9,1.9518377780914307,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1410.6249809265137,1381.7284609831404
2x,0,8,rx-1789020658.378-10,1.920008659362793,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1548.8128662109375,1535.2981599862687
2x,0,9,rx-1789020661.194-11,1.919724464416504,31,네 주변 상태 말리고 있지만 계속 운송을 하고 있습니다.,1402.1296501159668,1385.0007409928367
2x,0,10,rx-1789020664.010-12,1.9515979290008545,30,네 동영상들이 많이 보지만 계속 분석을 하고 있습니다.,1268.8848972320557,1239.4435940077528
2x,1,0,rx-1789020680.827-2,6.954750299453735,32,네 주변 상태 말리고 있지만 계속 몸싸움을 하고 있습니다.,1485.572338104248,1468.5888429812621
2x,1,1,rx-1789020688.678-3,1.9197721481323242,32,네 주변 사람들이 많이 오지만 계속 운송을 하고 있습니다.,1404.4957160949707,1383.5613400151487
2x,1,2,rx-1789020691.526-4,1.919461965560913,33,네 주변 사람들이 말리고 있지만 계속 운송을 하고 있습니다.,1474.2975234985352,1461.13965701079
2x,1,3,rx-1789020694.342-5,1.9198479652404785,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1404.6852588653564,1387.460246012779
2x,1,4,rx-1789020697.158-6,1.9517748355865479,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1411.3335609436035,1382.1383829927072
2x,1,5,rx-1789020700.006-7,1.9198174476623535,34,네 주변 사람들이 말리고 있지만 계속 몸속으로 가고 있습니다.,1540.4083728790283,1527.3390869842842
2x,1,6,rx-1789020702.822-8,1.9197776317596436,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1383.427381515503,1366.375406010775
2x,1,7,rx-1789020705.638-9,1.9518215656280518,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1423.003911972046,1393.7463250185829
2x,1,8,rx-1789020708.486-10,1.9199120998382568,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1519.6728706359863,1506.5006910008378
2x,1,9,rx-1789020711.302-11,1.9197864532470703,31,네 주변 상태 말리고 있지만 계속 운송을 하고 있습니다.,1423.7334728240967,1406.7043900140561
2x,1,10,rx-1789020714.118-12,1.9518415927886963,30,네 동영상들이 많이 보지만 계속 분석을 하고 있습니다.,1250.8599758148193,1221.8143469945062
2x,2,0,rx-1789020730.951-2,6.9538304805755615,32,네 주변 상태 말리고 있지만 계속 몸싸움을 하고 있습니다.,1483.9041233062744,1467.0172370097134
2x,2,1,rx-1789020738.801-3,1.9198682308197021,32,네 주변 사람들이 많이 오지만 계속 운송을 하고 있습니다.,1424.9122142791748,1403.4725730016362
2x,2,2,rx-1789020741.649-4,1.9198567867279053,33,네 주변 사람들이 말리고 있지만 계속 운송을 하고 있습니다.,1442.8424835205078,1429.6527199912816
2x,2,3,rx-1789020744.465-5,1.9197351932525635,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1384.739875793457,1367.870212008711
2x,2,4,rx-1789020747.281-6,1.9515655040740967,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1409.841537475586,1380.9932579752058
2x,2,5,rx-1789020750.129-7,1.9200425148010254,34,네 주변 사람들이 말리고 있지만 계속 몸속으로 가고 있습니다.,1561.5003108978271,1548.0767780099995
2x,2,6,rx-1789020752.945-8,1.9197940826416016,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1395.5049514770508,1378.4496969892643
2x,2,7,rx-1789020755.761-9,1.952244758605957,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1414.0739440917969,1384.7499240073375
2x,2,8,rx-1789020758.609-10,1.9199018478393555,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1545.123815536499,1532.0835429884028
2x,2,9,rx-1789020761.425-11,1.9197592735290527,31,네 주변 상태 말리고 있지만 계속 운송을 하고 있습니다.,1407.9673290252686,1391.033151972806
2x,2,10,rx-1789020764.241-12,1.9518814086914062,30,네 동영상들이 많이 보지만 계속 분석을 하고 있습니다.,1238.3384704589844,1209.409314993536
2x,3,0,rx-1789020781.044-2,6.954759359359741,32,네 주변 상태 말리고 있지만 계속 몸싸움을 하고 있습니다.,1532.6573848724365,1515.1643120043445
2x,3,1,rx-1789020788.895-3,1.9210028648376465,32,네 주변 사람들이 많이 오지만 계속 운송을 하고 있습니다.,1381.0653686523438,1360.2939900010824
2x,3,2,rx-1789020791.743-4,1.9197256565093994,33,네 주변 사람들이 말리고 있지만 계속 운송을 하고 있습니다.,1448.3058452606201,1435.2467650023755
2x,3,3,rx-1789020794.559-5,1.9198832511901855,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1375.291109085083,1358.2622219983023
2x,3,4,rx-1789020797.375-6,1.9517903327941895,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1380.2955150604248,1351.36355200666
2x,3,5,rx-1789020800.223-7,1.9198522567749023,34,네 주변 사람들이 말리고 있지만 계속 몸속으로 가고 있습니다.,1537.1699333190918,1524.1258410096634
2x,3,6,rx-1789020803.039-8,1.9199151992797852,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1384.385585784912,1367.4180099915247
2x,3,7,rx-1789020805.855-9,1.951859951019287,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1394.329309463501,1365.40964897722
2x,3,8,rx-1789020808.703-10,1.9196245670318604,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1520.552158355713,1507.485681999242
2x,3,9,rx-1789020811.519-11,1.9198143482208252,31,네 주변 상태 말리고 있지만 계속 운송을 하고 있습니다.,1433.6621761322021,1416.1487850069534
2x,3,10,rx-1789020814.335-12,1.9517693519592285,30,네 동영상들이 많이 보지만 계속 분석을 하고 있습니다.,1231.1341762542725,1202.1052580093965
2x,4,0,rx-1789020831.126-2,6.954622507095337,32,네 주변 상태 말리고 있지만 계속 몸싸움을 하고 있습니다.,1480.7629585266113,1463.7838430062402
2x,4,1,rx-1789020838.976-3,1.9198248386383057,32,네 주변 사람들이 많이 오지만 계속 운송을 하고 있습니다.,1390.929937362671,1369.8333490174264
2x,4,2,rx-1789020841.824-4,1.9197735786437988,33,네 주변 사람들이 말리고 있지만 계속 운송을 하고 있습니다.,1460.8545303344727,1447.7619609970134
2x,4,3,rx-1789020844.640-5,1.919783353805542,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1403.9268493652344,1386.5908390143886
2x,4,4,rx-1789020847.456-6,1.9518616199493408,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1389.5370960235596,1360.551302001113
2x,4,5,rx-1789020850.304-7,1.919994592666626,34,네 주변 사람들이 말리고 있지만 계속 몸속으로 가고 있습니다.,1559.0174198150635,1545.978952985024
2x,4,6,rx-1789020853.120-8,1.9200518131256104,30,네 주변 상태 말고 주말에 계속 운송을 하고 있습니다.,1388.383388519287,1371.3765629800037
2x,4,7,rx-1789020855.936-9,1.9518706798553467,32,네 주변 사람들이 많이 보지만 계속 운송을 하고 있습니다.,1426.0931015014648,1396.7247139953543
2x,4,8,rx-1789020858.785-10,1.9196600914001465,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1536.3433361053467,1523.06695599691
2x,4,9,rx-1789020861.600-11,1.919858455657959,31,네 주변 상태 말리고 있지만 계속 운송을 하고 있습니다.,1420.8259582519531,1403.7687900126912
2x,4,10,rx-1789020864.416-12,1.9517903327941895,30,네 동영상들이 많이 보지만 계속 분석을 하고 있습니다.,1256.7341327667236,1227.835222001886
3x,0,0,rx-1789020881.241-2,6.414916038513184,19,예전에 알고 있지만 겸손한 겁니다.,869.2278861999512,848.065203987062
3x,0,1,rx-1789020888.136-3,1.3757619857788086,22,예를 들어서 말고 있지만 겸손한 겁니다.,920.9561347961426,896.1308540019672
3x,0,2,rx-1789020890.024-4,1.3119337558746338,24,네 저희 삼지 말고 저희가 겸손하게 봅니다.,1206.0537338256836,1185.1229520107154
3x,0,3,rx-1789020893.832-6,1.2159020900726318,21,내 둘 다 말고 저한테 무서운 겁니다.,877.6700496673584,848.7626079877373
3x,0,4,rx-1789020895.784-7,0.8638334274291992,27,알고 있습니다. 겸손하고 알고 있습니다. 겸손하고,1211.1451625823975,1182.1621519920882
3x,0,5,rx-1789020897.544-8,1.279818058013916,22,네 두 분 함께 말고 저한테 감사합니다.,1030.7397842407227,1017.7018590038642
3x,0,6,rx-1789020900.360-9,0.287980318069458,3,그러면,202.0854949951172,173.16026700427756
3x,0,7,rx-1789020903.304-11,0.3201415538787842,11,두 3번. 두 3번.,500.00762939453125,486.66196601698175
3x,0,8,rx-1789020903.688-12,0.2880690097808838,7,저렇게 말해봐,573.3118057250977,425.2271789882798
3x,0,9,rx-1789020907.240-13,0.31995439529418945,9,저희 집 알려주세,496.3996410369873,479.4979270081967
3x,0,10,rx-1789020907.817-14,0.4156777858734131,12,저는 잠깐 잠깐 잠??,644.0703868865967,619.2376950057223
3x,1,0,rx-1789020958.318-2,6.360437631607056,19,예전에 알고 있지만 겸손한 겁니다.,836.4636898040771,816.5284899878316
3x,1,1,rx-1789020965.157-3,1.375946044921875,22,예를 들어서 말고 있지만 겸손한 겁니다.,978.0268669128418,952.6902749785222
3x,1,2,rx-1789020967.045-4,1.3118383884429932,24,네 저희 삼지 말고 저희가 겸손하게 봅니다.,1202.5165557861328,1181.6120789735578
3x,1,3,rx-1789020970.853-6,1.2160842418670654,21,내 둘 다 말고 저한테 무서운 겁니다.,912.6839637756348,883.4413230069913
3x,1,4,rx-1789020972.805-7,0.8638889789581299,27,알고 있습니다. 겸손하고 알고 있습니다. 겸손하고,1237.6439571380615,1208.7489440164063
3x,1,5,rx-1789020974.565-8,1.279768943786621,22,네 두 분 함께 말고 저한테 감사합니다.,1055.3617477416992,1042.352884018328
3x,1,6,rx-1789020977.381-9,0.28786563873291016,3,그러면,223.78039360046387,194.33207000838593
3x,1,7,rx-1789020980.325-11,0.32009196281433105,11,두 3번. 두 3번.,504.9593448638916,492.05466100829653
3x,1,8,rx-1789020980.710-12,0.2867398262023926,7,저렇게 말해봐,590.6078815460205,437.57008100510575
3x,1,9,rx-1789020984.261-13,0.31989097595214844,9,저희 집 알려주세,509.5634460449219,492.1638089872431
3x,1,10,rx-1789020984.837-14,0.41575026512145996,12,저는 잠깐 잠깐 잠??,625.2841949462891,600.395547982771
3x,2,0,rx-1789021035.305-2,6.409785032272339,19,예전에 알고 있지만 겸손한 겁니다.,857.7859401702881,836.9095920061227
3x,2,1,rx-1789021042.195-3,1.375840425491333,22,예를 들어서 말고 있지만 겸손한 겁니다.,928.865909576416,903.8020489970222
3x,2,2,rx-1789021044.083-4,1.3122797012329102,24,네 저희 삼지 말고 저희가 겸손하게 봅니다.,1216.360330581665,1192.0783059904352
3x,2,3,rx-1789021047.891-6,1.2158606052398682,21,내 둘 다 말고 저한테 무서운 겁니다.,905.1415920257568,876.1541320127435
3x,2,4,rx-1789021049.843-7,0.863807201385498,27,알고 있습니다. 겸손하고 알고 있습니다. 겸손하고,1242.9511547088623,1213.986054994166
3x,2,5,rx-1789021051.603-8,1.2798137664794922,22,네 두 분 함께 말고 저한테 감사합니다.,1066.2658214569092,1053.1964429828804
3x,2,6,rx-1789021054.418-9,0.28798413276672363,3,그러면,204.5276165008545,175.5774319753982
3x,2,7,rx-1789021057.362-11,0.3200550079345703,11,두 3번. 두 3번.,506.29401206970215,493.2529809884727
3x,2,8,rx-1789021057.747-12,0.2879641056060791,7,저렇게 말해봐,594.1548347473145,439.41066798288375
3x,2,9,rx-1789021061.298-13,0.3199741840362549,9,저희 집 알려주세,516.2086486816406,499.22323098871857
3x,2,10,rx-1789021061.875-14,0.415874719619751,12,저는 잠깐 잠깐 잠??,629.82177734375,604.7834400087595
3x,3,0,rx-1789021112.373-2,6.409626722335815,19,예전에 알고 있지만 겸손한 겁니다.,832.2389125823975,811.3203259999864
3x,3,1,rx-1789021119.263-3,1.37589430809021,22,예를 들어서 말고 있지만 겸손한 겁니다.,910.4948043823242,885.6690789980348
3x,3,2,rx-1789021121.151-4,1.3117740154266357,24,네 저희 삼지 말고 저희가 겸손하게 봅니다.,1194.8938369750977,1173.9336729806382
3x,3,3,rx-1789021124.959-6,1.2159087657928467,21,내 둘 다 말고 저한테 무서운 겁니다.,886.7661952972412,857.9454430146143
3x,3,4,rx-1789021126.911-7,0.8638310432434082,27,알고 있습니다. 겸손하고 알고 있습니다. 겸손하고,1205.4970264434814,1176.577915000962
3x,3,5,rx-1789021128.671-8,1.279707908630371,22,네 두 분 함께 말고 저한테 감사합니다.,1045.609712600708,1032.628439977998
3x,3,6,rx-1789021131.487-9,0.2880070209503174,3,그러면,200.70624351501465,171.7080679954961
